Timestamp,What name do you wish to be listed by?,What is your Mastodon handle (@user@instance.name)?,Do you have a Twitter handle you would like to share? (This can help people you know on Twitter to find you on Mastodon),Feel free to add a brief bio,What hashtags (up to 5) best describe the content you post?,
11/11/2022 13:49:10,Max von Delius,@mvdelius@fediscience.org,@mvdelius,"Supramolecular chemistry, dynamic covalent networks and functional materials",#chemistry #chemtwitter #scicomm,https://fediscience.org/@mvdelius

11/11/2022 15:32:01,Guillermo Monreal Santiago,@GMonrealSantiago@mastodon.world,@GuilleMonrealS,Assistant professor in Systems Chemistry at the University of Strasbourg. ,,https://mastodon.world/@GMonrealSantiago

11/11/2022 15:37:38,Sebastian Kozuch,@Sebastian_Kozuch_Comp_Chem@fediscience.org,@KozuchSebastian,Computational Chemist at Ben-Gurion University of the Negev,#compchem #catalysis #chembond,https://fediscience.org/@Sebastian_Kozuch_Comp_Chem

11/11/2022 15:49:46,Doug Collins,@EarthMechanic@mstdn.social,@EarthMechanic,"Atmospheric Chemistry, Mass Spectrometry, Indoor Chemistry, Asst. Prof at Bucknell Univ.",#airquality #IndoorAir #TeamMassSpec #atmoschem #chemiverse,https://mstdn.social/@EarthMechanic

11/11/2022 17:03:45,Liam Palmer,@liampalmer@mstdn.science,@LiamPalmerNU,Research Professor of Chemistry interested in soft materials,#chemiverse #chemistry #peptides #supramolecular #softmatter,https://mstdn.science/@liampalmer

11/11/2022 17:23:00,Crudden lab,@Cruddenlab@mastodon.world,@cmc_lab,,,https://mastodon.world/@Cruddenlab

11/11/2022 20:52:47,Marc van der Kamp,@marcvanderkamp@mstdn.social,@marcvanderkamp,"I lead a computational biochemistry research group in the School of Biochemistry at the University of Bristol (UK). Research in the group focuses primarily on computational enzymology: elucidating enzyme mechanisms and catalysis, understanding and predicting Î²-lactamase mediated antibiotic resistance, and investigating the relationships between protein dynamics, interactions and conformational change. We work closely with experimental collaborators in Bristol, the UK and around the world. Aside from research and related teaching, I have a keen interest in improving (gender) equality, diversity and inclusion in academia & science.",#compchem #enzymes #diversity #biochemistry ,https://mstdn.social/@marcvanderkamp

11/11/2022 20:55:52,Cafer T Yavuz,@caferyavuz@mastodon.online,@caferyavuz,"Chem. Prof. #KAUST, PI @theyavuzlab, Nanotech for COâ & HâO, EAB @Chem_CP @BeilsteinInst @CellRepPhysSci @ACSSustainable @AdvSciNews @ACS_AEM FRSC",#ChemTwitter #Nanotechnology #KAUST #PorousPolymers ,https://mastodon.online/@caferyavuz

11/11/2022 21:03:34,Kutand AlkÄ±m Bayer,@TRON@mastodon.com.tr,,,,https://mastodon.com.tr/@TRON

11/11/2022 23:25:34,Dav,@archduder@noc.social,,Physical organic chemist with a handle on software and electronic engineering.,#chemistry #chemoinformatics #physics #labautomation,https://noc.social/@archduder

11/11/2022 23:30:21,Kresten Lindorff-Larsen,@LindorffLarsen@mstdn.social,@LindorffLarsen,"Protein and coffee lover, professor of biophysics and sudo scientist at the LinderstrÃ¸m-Lang Centre for Protein Science, University of Copenhagen ",#compchem #NMR #protein,https://mstdn.social/@LindorffLarsen

11/11/2022 23:58:19,Seann Mulcahy,@seannmulcahy@mstdn.social,@seannmulcahy,"Posting about chemistry and undergraduate STEM eduation, proud University of Richmond (BS) and University of Pennsylvania (PhD) alum, Professor at Providence College, views my own (he/him)",#chemiverse #chemtoots #chemistry,https://mstdn.social/@seannmulcahy

11/12/2022 0:05:40,Tom MacDonald,@tscmacdonald@aus.social,tscmacdonald,,"#MagneticResonance, #Exciton, #supramolecular, ",https://aus.social/@tscmacdonald

11/12/2022 1:13:03,Das,@SRDas@mastodon.online,@KitchenChemProf,"Nucleic Acids Chemist, Biotechnologist, Food & Drink Lover  ",#Food #Science #SFF #Learning #Random,https://mastodon.online/@SRDas

11/12/2022 1:33:52,Robbie King,@rocknuts@qoto.org,@rocknuts42,"Downstream biomanufacturing, quality control analytical, metamorphic petrology, isotope geochemistry, geochronology",#science #biomanufacturing #quality #geology #geochemistry,https://qoto.org/@rocknuts

11/12/2022 1:44:52,Jay Schneekloth,@jschneek@mstdn.science,@jschneek,I'm a senior investigator at the NCI in the Chemical Biology Laboratory - my lab works on targeting RNA with small molecules.,#RNA #ChemicalBIology #MedicinalChemistry #Cancer,https://mstdn.science/@jschneek

11/12/2022 2:12:55,Pierre Kennepohl ,@pkennepohl@scholar.social,@pkennepohl,,#chemistry #innovation ,https://scholar.social/@pkennepohl

11/12/2022 2:26:06,Carol Higginbotham ,@Carolski@mas.to ,,"Professor at a Community College in Oregon, USA. ",#ChemEd ,https://mas.to/@Carolski

11/12/2022 3:32:27,Matthew O'Meara,@maom@mas.to,@momeara,Computational Pharmacology researcher at the University of Michigan; Co-director of NSF funded Rosetta RaMP Postbac program,#CompChem #VirtualScreening #HighContentScreening #Bayesian #CausalInference,https://mas.to/@maom

11/12/2022 4:20:59,Keith Hornberger,@KRHornberger@mstdn.science,@KRHornberger,"Sr. director, medicinal chemistry Arvinas | PhD  Columbia | hiker | beer enthusiast & brewer | he/him/huz/dad | dreaming of Sedona, AZ | all posts my own",,https://mstdn.science/@KRHornberger

11/12/2022 4:21:21,Stephanie Springer,@sks@mastodon.social,@stephaniekays,"Iâm still a scientist, even if I donât work in a lab. Studied organic chemistry, then spent 10+ years in medchem, then spent 10 years in patents, then spent a few years in information science, and nowâ¦ a âpharmaceutical scientistâ.",#patents #baseball #altchemjobs #DogsOfMastodon #scicomm ,https://mastodon.social/@sks

11/12/2022 4:37:41,David Mebane,@dynaml@fediscience.org,@sciencedave_wv,physical models of electrochemical interfaces in the solid state + physics-based machine learning in dynamic systems,#machinelearning #electrochemistry ,https://fediscience.org/@dynaml

11/12/2022 4:38:50,Stanna Dorn,@stanna_dorn@fediscience.org,@stanna_dorn,"Aspiring academic. PhD, Brown lab at Indiana University. BS Chemistry, BA music at Hope College. 2022 CAS Future Leader, 2021 recipient of the ACS/WCC Merck Research Award.",#ChemTwitter #RealTimeChem #WomenInSTEM,https://fediscience.org/@stanna_dorn

11/12/2022 4:43:43,Mia Rosenfeld,@mia@scicomm.xyz ,mia_rosenfeld,"PhD candidate @ UCSD in Amaro Lab + Komives Lab. Computational biophysicist, glycoscientist, feminist, Jewish, lover of Sufjan Stevens. she/they ð³ï¸âð",compchem biophysics moleculardynamics phdlife proteins,https://scicomm.xyz/@mia

11/12/2022 5:02:09,Anne LaPointe,@Crankyoldbiddy@mstdn.social,@Crankyoldbiddy,,"#realtimechem, #organometallic, #catalysis, #cats",https://mstdn.social/@Crankyoldbiddy

11/12/2022 6:00:11,Hartmut Herrmann ,@H_Herrmann24@mastodon.social ,@H_Herrmann24,"Atmospheric Chemistry Prof. in Leipzig, Germany at University and TROPOS, the Leibniz-Institute for Tropospheric Research ",#atmochem #aerosol #clouds #multiphasechemistry #airpollution,https://mastodon.social/@H_Herrmann24

11/12/2022 6:19:02,Rob Hooft,@rwwh@mastodon.social,@rwwh,Dutch crystallographer,#bioinformatics #data #science #infrastructure #mylife,https://mastodon.social/@rwwh

11/12/2022 6:42:32,Ho Leung Ng,@holeungng@sigmoid.social,@AI_drugs,"Atomwise, Principal Scientist. AI drug discovery",#chemistry #drugdiscovery #AI,https://sigmoid.social/@holeungng

11/12/2022 7:18:33,Kerry Sims,@DrKerryS@mas.to,@DrKerryS,"Work on #EmergingContaminants at the Environment Agency in England: interested in protecting the #environment focusing on #ecotoxicology, #ecology & #fisheries. â¨Wildlife enthusiast, happiest near water & exploring new places.",#chemicals #ecotoxicology #environment #nature #photo,https://mas.to/@DrKerryS

11/12/2022 7:36:36,Lilo Pozzo,@lilopozzo@mastodon.social,@lilopozzo,Professor of Chemical Engineering at University of Washington,"#food, #science, #materials, #politics, #comedy",https://mastodon.social/@lilopozzo

11/12/2022 8:09:31,Andrea Chlebikova,@monoterpene@mathstodon.xyz,@Stare_at_Air,Senior Project Chemist at Isaac Physics,,https://mathstodon.xyz/@monoterpene

11/12/2022 8:27:27,Zach Reitz,@siderophores@mstdn.science,@ZachReitzPhD,Postdoc at Wageningen University | Bioinformatician | Bioinorganic chemist | they/them ,"#NaturalProducts, #siderophores, #bioinformatics, #genomemining",https://mstdn.science/@siderophores

11/12/2022 8:53:09,Anna Slater,@annagslater@ohai.social,AnnaGSlater,"Supramolecular, flow chem",,https://ohai.social/@annagslater

11/12/2022 9:00:34,Hajo Kries,@KriesLab@mstdn.science,@KriesLab,,#ChemicalBiology #NaturalProducts #SynBio #NRPS #EnzymeDesign,https://mstdn.science/@KriesLab

11/12/2022 9:26:32,NothingBagel,@nothingbagel@mstdn.party,,I'm a PhD student in computational chemistry ,#notsureyet #catpictures #computationalchemistry #programming,https://mstdn.party/@nothingbagel

11/12/2022 10:13:20,Marc Reid,@reid_indeed@ohai.social,@reid_indeed,Research Leader @Reid_Research | #UKRIFLF @StrathChem | @alt_MBA alum | Author: 'You Are (Not) a Fraudâ ð,#ChemiVerse #YouAreNotAFraud #RealTimeChem #Podcast #UKRIFLF,https://ohai.social/@reid_indeed

11/12/2022 10:51:00,Jaida Begum,@jaidabegum@mstdn.social,,Interested in #compchem and #amr,#compchem,https://mstdn.social/@jaidabegum

11/12/2022 10:53:45,Stefan Bon,@bonlab@qoto.org,@bonlab,Prof. in Polymer and Colloid Chemical Engineering @WarwickUni,#colloids #polymers #GreenRecovery #ChemEng #sustainable,https://qoto.org/@bonlab

11/12/2022 11:25:36,Matthew Sfeir,@sfeirlab@fediscience.org,@sfeirlab,"We are interested in the optical properties of molecular and nanomaterials with strong interactions between their quantum degrees of freedom (charges, spins, vibrations, etc.)",#excitonics #ultrafast #photonics #energy,https://fediscience.org/@sfeirlab

11/12/2022 11:52:52,Jess Wade,@jesswade@mastodon.social,jesswade,Materials scientist who loves chiral molecules. Wikipedia editor.,"#WomenInSTEM, #Chirality, #MaterialsScience, #Quantum",https://mastodon.social/@jesswade

11/12/2022 11:55:34,Eli Zysman-Colman,@chemguy_eli@mstdn.science,@chemguy_eli,"Dad, husband, prof @univofstandrews, co-founder of @Sol_OLED, lover of glowing things, aspiring gourmet and chef, views my own","#chemistswhocook, #scotland, #caturday",https://mstdn.science/@chemguy_eli

11/12/2022 12:23:55,Vicente MartÃ­ Centelles ,@vtemarticent@mstdn.science,@vtemarticent,CIDEGENT distinguished researcher at Universitat PolitÃ¨cnica de ValÃ¨ncia ,#SupramolecularChemistry #MolecularCages #BiologicalAplications #MolecularSensors,https://mstdn.science/@vtemarticent

11/12/2022 14:22:55,Graeme Day,@graemeday@mstdn.science,@graeme_day,"Professor of Chemistry, University of Southampton, Associate Editor for Chemical Science, predicting crystals and discovering new materials",#compchem #crystals,https://mstdn.science/@graemeday

11/12/2022 14:31:39,Sarah Zingales ,@skzingales@fediscience.org,@Skzingales,,,https://fediscience.org/@skzingales

11/12/2022 14:35:18,Jaci Otero,@jaci_otero@mstdn.social,@jacibrant,"Iâm a chemist who hangs around with physicists, managing Editor of PRX Energy, and a slow running enthusiast",#energy #openaccess #chemistry #physics #renewables,https://mstdn.social/@jaci_otero

11/12/2022 15:34:35,Mark Wallace,@markianwallace@fediscience.org,@markianwallace,Biophysicist & Chemistry Prof @ King's College London.,,https://fediscience.org/@markianwallace

11/12/2022 15:44:51,Victor Gray,@DrVic2r@fediscience.org,@DrVic2r,Photochemist and physical chemist interested in materials for solar energy harvesting. Independent researcher at Uppsala University ,#chemisty #FluorescenceFriday,https://fediscience.org/@DrVic2r

11/12/2022 16:03:33,Alejandro Gaita-AriÃ±o,@agaitaarino@scholar.social,,"Researcher at ICMol, Universitat de ValÃ¨ncia (Spain). Molecular nanomagnets, quantum computing. Computational chemistry, simple physics models.",#molecule #magnetism #qubit #spintronics #datascience,https://scholar.social/@agaitaarino

11/12/2022 17:09:42,Tomislav Rovis,@tomislavrovis@mas.to,@TomislavRovis,"Chemist, transplanted New Yorker, worried about the world and politics. Into food and bike rides.",,https://mas.to/@tomislavrovis

11/12/2022 17:39:33,Tom McAllister,@mcallister_lab@mstdn.science,@mcallister_lab,,#chemicalbiology #peptides #sugars #academia,https://mstdn.science/@mcallister_lab

11/12/2022 18:23:26,Safia Jilani,@Finetraces786@mastodon.social,@Finetraces786,"Postdoc Scientist in the Haynes Lab and Center of Sustainable Nanotechnology (CSN). Interests in nanomaterials research, education, mentorship, advocacy, travel, and wellness â¡",#Chemistry #Science #Mentorship #Advocacy #ScienceHenna,https://mastodon.social/@Finetraces786

11/12/2022 19:27:22,Ferry Prins,@ferryprins@akademienl.social,@ferryprins,"Physical chemist trying to visualize energy transport in nanomaterials and organic semiconductors. Also doing some photonics with excitons. Cares about open science. Currently located in Madrid, previously in Zurich, Boston, Delft & Leiden. ",#fluorescencefriday #openscience #openaccess ,https://akademienl.social/@ferryprins

11/13/2022 1:07:48,Hans Peter H. Arp,@hanspeterarp@oslo.town,https://twitter.com/hanspeterarp,"Environmental chemist interested in sustainable solutions, zero pollution, circular economy, literature and art. Working these days with #PFAS #PMT #PFAS chemical hazard and risk #microplastic ",#PFAS #PMT #water #sustainability #circular economy,https://oslo.town/@hanspeterarp

11/13/2022 2:23:08,Ashlyn Hillman ,@ash@mstdn.science,@AshlynSummer19,Fourth year bioorganic chemistey graduate student in the Fox Lab at the Univeristy of Delaware,#chemicalbiology #biooganicchemistry #bioorthogonalchemistry #clickchemistry #tetrazine,https://mstdn.science/@ash

11/13/2022 7:56:06,Mahmut Ruzi,@MahmutRuzi@mastodon.online,@MahmutRuzi,Physical chemist working with nanomaterials for surface enhanced vibrational spectroscopy,"#plasmonics #SERS, #nanomaterials #photonics #chemiverse",https://mastodon.online/@MahmutRuzi

11/13/2022 12:17:41,Kristaps Ermanis,@ermanis@mstdn.science,@ErmanisKristaps,"Computational organic chemist, assistant professor at University of Nottingham",#chemistry #chemiverse #compchem #machinelearning #organicchemistry,https://mstdn.science/@ermanis

11/13/2022 17:39:32,Giulio Ragazzon,@giuliosflask@mstdn.science,@giuliosflask,"Group leader at the University of Strasbourg, interested in non-equilibrium systems https://ragazzonlab.isis.unistra.fr/",#chemistry #supramolecular,https://mstdn.science/@giuliosflask

11/13/2022 18:37:06,Linda Cummings,@CummingsLinda@c.im,@CummingsLinda,"Gen Chem lab instructor, AP Chemistry Consultant",#chemed #iteachchem #nerdytshirtfriday #apchemistry #genchemlab,https://c.im/@CummingsLinda

11/13/2022 20:14:22,Fran Kerton,@ChemMouse@mas.to,@ChemMouse,"British-Canadian, cat lady & chemistry prof ð§ªð§ª.@MemorialU. Loves music, food and family. Chair of IUPAC Chemrawn committee and CNC-IUPAC ð¨ð¦  Associate Editor for RSC Sustainability",#greenchemistry #sustainability #iupac #chemtwitter #caturday,https://mas.to/@ChemMouse

11/13/2022 20:45:25,Chris Kozak,@kozycanuck@mastodon.world,@Kozycanuck,"Chem Prof in Newfoundland, Canada with longstanding love of Futurama and a new found fondness for patterned shirts. Hubby of @chemmouse. He/Him.",#realtimechem #ChemTwitter #InorganicChem #shoegaze #musicwhileyouwork,https://mastodon.world/@kozycanuck

11/13/2022 23:05:48,Gabriele Laudadio,@glaudadio@fediscience.org,@g_laudadio,,#RealTimeChem #GoWithTheFlow #OrganoEChem,https://fediscience.org/@glaudadio

11/14/2022 1:47:51,Karen Sorensen,@sorensensci@c.im,@sorensensci,,#iteachchem #chemfam #chemed,https://c.im/@sorensensci

11/14/2022 3:31:17,Jimmy,@jimmylawrence@mastodon.social,@_jimmylawrence,,,https://mastodon.social/@jimmylawrence

11/14/2022 4:32:27,Teresa Bixby,@drbixby@mstdn.social,@drbixby,,#instrumental #pchem #ungrading,https://mstdn.social/@drbixby

11/14/2022 4:37:13,Julian G West ,@Jgw@mstdn.science,@pushingarrows,"Organic chemistry, Catalysis, and professional development at Rice University","#mentorship, #realtimechem, #leadership",https://mstdn.science/@Jgw

11/14/2022 6:36:29,David Amabilino,@Amabilino@mas.to,@DAmabilino,Materials and Supramolecular Chemistry,#science #art #pyblications,https://mas.to/@Amabilino

11/14/2022 9:38:26,Dominique Agustin,@dominique_agustin@mastodon.top,@dominiqueagust1,"#introduction; I am #associate #professor in #chemistry in South of France, working with a troop of young researchers; Working on #GreenChemistry , #Catalysis #renewables #DFT; Interested by #vulgarisation; Do not hesitate to follow the adventures of the research group and #Science_Popularization",#green_chemistry #catalysis #biomass_valorization #science_popularization,https://mastodon.top/@dominique_agustin

11/14/2022 10:49:35,"Aurelio Mateo-Alonso ""Koke""",@kokelab@mstdn.science,@KokeLab,Ikerbasque Research Professor at POLYMAT and at the University of the Basque Country. Interested in â¬ derivatives,,https://mstdn.science/@kokelab

11/14/2022 11:51:11,Clarissa Sorensen-Unruh,@csoren1@scholar.social,RissaChem,"Teaches Chem at a CC in ABQ. Degrees in Biochem, Organic Chem, Stats, and Learning Sciences. Undying passion for STEM Ed Research which blends practitioner expertise & assessment/evaluation. Ungrader. LGBQTIA+",#ChemTwitter #Ungrading #LGBQTIA+ #MYFest22 #ACSDivCHED,https://scholar.social/@csoren1

11/14/2022 12:05:18,Sam Lemonick,@samlemonick@mas.to,@samlemonick,"Reporter, formerly @cenmag",,https://mas.to/@samlemonick

11/14/2022 12:34:58,Stephen Urquhart,@Urk@mstdn.ca,Urquhartusask ,"Professor of Chemistry (and associate member of Physics), University of Saskatchewan. X-ray spectroscopy and microscopy. ",,https://mstdn.ca/@Urk

11/14/2022 12:46:55,Ben Roberts ,@benjamino_acid@mastodon.online,@benjamino_acid,"I'm a postdoc currently at the University of Manchester working on molecular machines and nonequilibrium chemistry. I specialise in investigating molecular ratchets with the tools from physics and physical organic chemistry, especially chemical kinetics and using what is learnt to design new molecular motors and pumps.",,https://mastodon.online/@benjamino_acid

11/14/2022 13:35:53,ChemEd2023-UoG,ChemEd2023,@chemed2023,"Celebrating our 50th anniversary, the largest conference focused on High School & intro chem in N. America. University of Guelph will host 2023 (ON, Canada) ",#ChemTwitter #ScienceEducation #Chemistry #HighSchoolTeachers ,??

11/14/2022 13:36:01,RaphaÃ«l LÃ©vy,@raphavisses@mastodon.top,raphavisses,Prof of Physics at the University Sorbonne Paris Nord; previously Liverpool,#nanoparticles #bionano #openscience #PPPR #integrity,https://mastodon.top/@raphavisses

11/14/2022 13:49:12,Laurent Vial,@lo_vial@qoto.org,lo_vial,,,https://qoto.org/@lo_vial

11/14/2022 13:57:17,@abigailsossen,@AbigailSossen@mstdn.social,@AbigailSossen,,#chemistry #biology #science #fun ,https://mstdn.social/@AbigailSossen

11/14/2022 14:23:13,Andrew Harned,@KUhokie42@mastodon.social,@KUhokie42,,,https://mastodon.social/@KUhokie42

11/14/2022 16:28:12,Nathan Brown,@nathanbroon@fediscience.org,@nathanbroon,Director of Digital Chemistry @healx â¢ ð´ó §ó ¢ó ³ó £ó ´ó ¿ living the hygge life in ð©ð°ðªðº â¢ âï¸ð â¢ ð¨âð» â¢ ð¨âð¬ â¢ ð¨âð³ â¢ ð¨âð«,#cheminformatics #chemoinformatics #digitalchemistry #machinelearning #artificialintelligence ,https://fediscience.org/@nathanbroon

11/14/2022 16:36:15,Aubry K. Miller,@aubrymiller@mstdn.science,@drugdiscov_DKFZ,Chemical biology and medicinal chemistry group leader at German Cancer Research Center (DKFZ).,,https://mstdn.science/@aubrymiller

11/14/2022 16:38:32,Steve Zimmerman,@steveczimmerman@mstdn.science,@steveczimmerman,Organic and polymer chemist at the University of Illinois and Ben Gurion University with long term interest in DEI,#OrganicChemistry #ChemicalEducation #DEI #AcademicLife #WorkLifeBalance,https://mstdn.science/@steveczimmerman

11/14/2022 16:39:19,Rakia Dhaoui,@rakia@mstdn.science,@RakiaDhaoui,"PhD candidate in the Patterson Lab; @UCIChemistry, @NSF GRFP Fellow, UCB_Chemistry alumni (she/hers) ð¹ð³",#InorganicChemistry #MaterialsScience #ChemistryGradStudent #NucleationandGrowth #Crystallization ,https://mstdn.science/@rakia

11/14/2022 16:50:09,Anh Thy BUI,@ATBchem@fediscience.org,@ATBchem,"CNRS Researcher at Univ Bordeaux (France), photochemist, new PI",#FluorescenceFriday #RealTimeChem #Photophysics #KitchenSpectroscopy,https://fediscience.org/@ATBchem

11/14/2022 17:07:04,Qinheng Zheng,@qzheng@mstdn.science,@qhzheng,,"Click Chemistry, Organic Chemistry, Drug Discovery, Chemical Biology, Cancer",https://mstdn.science/@qzheng

11/14/2022 17:08:03,Jyllian Kemsley,@jkemsley@sciencemastodon.com,@jkemsley,"Science journalist, editor at C&EN",#chemistry #policy #environment #diversity #chemsafety,https://sciencemastodon.com/@jkemsley

11/14/2022 18:46:10,Andrea Widener,@AWidener@sciencemastodon.com,@AWidenerCEN,"I'm a reporter and editor at Chemical & Engineering News covering science policy, funding, ethics, demographics, employment, and more. ","sciencepolicy, demographics, funding, ethics, careers, research",https://sciencemastodon.com/@AWidener

11/14/2022 19:47:41,Nabarupa Bhattacharjee,@nbhatta@mas.to,@NabarupaBhatta1,"Organic and supramolecular chemist ð§ª, PhD candidate in @floodgroup_iub |Msc 2017 @iitbombay |cooking molecules in the lab â since 2016",,https://mas.to/@nbhatta

11/14/2022 20:08:09,Craig Bettenhausen,@CraigOfWaffles@mastodon.online,@CraigofWaffles,"Craig is a staff reporter at Chemical & Engineering News, covering specialty chemicals, sustainability, instrumentation, and IP from a business perspective. ",#chemistry #business #specialtyChemicals #carbonCapture #sustainability,https://mastodon.online/@CraigOfWaffles

11/14/2022 20:14:23,Kevin Cariou,@cariouK@mastodon.social,@cariouK,"Organic Chemist, Senior Researcher @CNRS ChimieParisTech - PSL_University",#Chemistry #AcademicLife #Music ,https://mastodon.social/@cariouK

11/14/2022 20:16:21,Douglas Philp,@prof_philp@mstdn.science,@prof_philp,,,https://mstdn.science/@prof_philp

11/14/2022 20:21:03,Nikki Man,@nikkimanman@home.social,@nikkimanman,"Organic chemist from Australia, based in Berlin. Working as a development chemist and sustainability manager at green chemistry & digitalisation start-up Dudechem GmbH. Freelance lecturer at Uni Regensburg. ",#chemistry #cat #SciComm #ChemEd,https://home.social/@nikkimanman

11/14/2022 20:40:09,Brett Helms,@bretthelms@mstdn.science,@GroupHelms,Staff Scientist Lawrence Berkeley National Lab & Co-Founder of Sepion Technologies and Cyklos Materials,#sustainability #plastics #circularity #batteries #membranes,https://mstdn.science/@bretthelms

11/14/2022 21:21:51,Harry C. Sample,@harry_c_sample@freeradical.zone,@harry_c_sample,,,https://freeradical.zone/@harry_c_sample

11/14/2022 23:36:01,Niklas von Wolff,@niklas@fediscience.org,@n_vonwolff,"CNRS researcher, UniversitÃ© Paris CitÃ©",#Electrochemistry #catalysis,https://fediscience.org/@niklas

11/15/2022 0:02:06,Faye McNeill ,@vfmcneill@airpollution.science,@vfmcneill,"Columbia Chemical Engineering, ACS Earth and Space Chem editor ",,https://airpollution.science/@vfmcneill

11/15/2022 0:20:55,Gareth Rowlands,@nz_molecules@mas.to,@nz_molecules,Assoc Prof. Massey University NZ,#SciViz #ChemEd #chemistry,https://mas.to/@nz_molecules

11/15/2022 0:51:15,Paulette Vincent-Ruz,@stemxicaned@mastodon.online,@stemxicaned,,#chemtwitter #proflife #academicmom #quantcrit #equity,https://mastodon.online/@stemxicaned

11/15/2022 2:16:06,Dibyendu Das ,@DDasLab@mstdn.science,ddaslab,,#systemschem #supramolecularchem #organicchemistry #science,https://mstdn.science/@DDasLab

11/15/2022 3:45:58,Rachel Martin,@rachelwmartin@mstdn.science,@rachelwmartin,Biophysical chemist. NMR spectroscopist. Protein enthusiast. Plant fanatic. ,#NMRChat #RealTimeChem #StructuralBiology #TeamPlant #ScienceShitposting,https://mstdn.science/@rachelwmartin

11/15/2022 8:44:33,Klaas Wynne,@klaaswynne@mas.to,@klaaswynne,Chemical physics at the University of Glasgow,"Liquids, glasses, ultrafast, nucleation, orienteering ",https://mas.to/@klaaswynne

11/15/2022 8:45:35,David Nelson,@djn@mstdn.science,@TheNelsonGroup,"Catalysis, physical (in)organic chemistry. Nickel and iridium enjoyer.",,https://mstdn.science/@djn

11/15/2022 8:57:05,AnaÃ¯s Pitto-Barry,@APBchem@mstdn.science,@AnaisPittoBarry,"Inorganic chemist, Researcher @CNRS Institut Galien Paris-Saclay",#Chemistry,https://mstdn.science/@APBchem

11/15/2022 10:26:44,Thomas Poulsen,@tbpoulsen@mstdn.science,@tbpoulsen,"Professor at Aarhus University, Denmark. Chemical Biology. Natural products. ","#natural products, #covalent inhibitors ",https://mstdn.science/@tbpoulsen

11/15/2022 10:30:57,Yildiz Tasdan ,@Yildiz@mastodon.au ,@YildizTasdan,"My name is Yildiz. I am doing my PhD in Australia and England in the field of Medicinal Chemistry. I love chemistry, books and metal music. ",#drugdiscovery #FBDD #SBDD #medicinalchemistry ,https://mastodon.social/@matthartings

11/15/2022 14:34:03,Matt Hartings,@matthartings@mastodon.social,@sciencegeist,"Chemistry-ing, Cooking, Professoring","#KitchenChemistry, #RealTimeChem",https://mastodon.social/@matthartings

11/15/2022 19:22:31,craigdc1983,@craigdc1983@mastodon.scot,@craigdc1983,"Departmental Lecturer in Practical Chemistry, and Organic Chemistry Lecturer at The University of Oxford","Organic chemistry, Maths, Scientific advances, puns, UK politics",https://mastodon.scot/@craigdc1983

11/15/2022 19:37:13,Marcel Beaudoin,@mudbunny@mstdn.ca,@mudbunny74,"Once a lab chemist, now a 9-5 office drone in the Patent Office up in Canada. Also dad, runner, Destiny 2 addict, lapsed RPGer","science, destiny2",https://mstdn.ca/@mudbunny

11/15/2022 19:38:29,KJHaxton,@kjhmeriwick@mastodon.scot,@kjhaxton,Senior Lecturer and Chemistry education researcher focusing on sustainability ,#ChemEd. #esd #sustainability ,https://mastodon.scot/@kjhmeriwick

11/15/2022 20:46:12,JessenLab,@Jessen@mastodon.social,@Jessenlab,,"#chemicalbiology, #glycotime, #inositol",https://mastodon.social/@Jessen

11/15/2022 20:59:29,Laurel Oldach,@LaurelOld@sciencemastodon.com,@LaurelOld,Biochemistry & instrumentation reporter at C&EN,"#biochemistry, #lifescience, #biopharma, #sciencenews",https://sciencemastodon.com/@LaurelOld

11/15/2022 22:00:28,David Komaromy,@laragangler@mastodon.social,@seilenfranzli,"Supramolecular chemist @Dartmouth (molecular machinist @UoM from 2023) | ehemalige systems chemist @StratinghInst | ðªðºð³ï¸âðð­ðºðºð¦| pro-birb, pro-fluff, anti-car sentiment|dunno what am I doing w my life",,https://mastodon.social/@laragangler

11/16/2022 6:53:44,Paul McGonigal,@paulmcgonigal@mastodonapp.uk,@mcgonigalgroup,,,https://mastodonapp.uk/@paulmcgonigal

11/16/2022 9:26:09,Matthew Harris,@MattHearris@techhub.social,,,,https://techhub.social/@MattHearris

11/16/2022 9:29:29,Marc Kielmann,@mkielmann@mstdn.science ,@henloeditorfren,Managing Editor Beilstein Journal of Organic Chemistry,#BJOC #OpenScience #OpenAccess #ChemistsWhoCook,https://mstdn.science/@mkielmann

11/16/2022 9:47:25,SÃ©bastien Fiorucci,@sebfiorucci@mstdn.social,@sebfiorucci,"Associate Professor (Univ. CÃ´te d'Azur, Fr.) - computational chemist",#compchem #ML #GPCR #olfaction #taste,https://mstdn.social/@sebfiorucci

11/16/2022 10:24:36,Lab COSMO,@lab_COSMO@fediscience.org,@lab_COSMO,"Laboratory of Computational Science and Modeling. Simulating matter at the atomic scale, with statistical sampling, electronic-structure theory and machine learning.",#compchem #machinelearning #materials #modeling,https://fediscience.org/@lab_COSMO

11/17/2022 7:27:44,Cari Meyer Joiner,@DrMeyerJoiner@mastodon.social,meyerjoiner ,,#chemtoot #communitycollege #chemed ,https://mastodon.social/@DrMeyerJoiner

